student_id,date_registered,first_date_watched,first_date_purchased,reg_to_watch_days,watch_to_purchase days
281354,13-07-2022,13-07-2022,NULL,0,NULL
281355,13-07-2022,13-07-2022,NULL,0,NULL
281357,13-07-2022,13-07-2022,NULL,0,NULL
281362,13-07-2022,15-08-2022,NULL,33,NULL
281363,13-07-2022,13-07-2022,NULL,0,NULL
281364,13-07-2022,13-07-2022,NULL,0,NULL
281365,13-07-2022,13-07-2022,NULL,0,NULL
281366,13-07-2022,13-07-2022,NULL,0,NULL
281368,13-07-2022,13-07-2022,NULL,0,NULL
281371,13-07-2022,13-07-2022,NULL,0,NULL
281373,13-07-2022,13-07-2022,NULL,0,NULL
281375,13-07-2022,13-07-2022,NULL,0,NULL
281376,13-07-2022,13-07-2022,NULL,0,NULL
281377,13-07-2022,07-08-2022,NULL,25,NULL
281378,13-07-2022,13-07-2022,NULL,0,NULL
281379,13-07-2022,15-08-2022,NULL,33,NULL
281382,13-07-2022,13-07-2022,NULL,0,NULL
281383,13-07-2022,13-07-2022,NULL,0,NULL
281385,13-07-2022,13-07-2022,NULL,0,NULL
281386,13-07-2022,13-07-2022,NULL,0,NULL
281387,13-07-2022,13-07-2022,NULL,0,NULL
281388,13-07-2022,13-07-2022,NULL,0,NULL
281390,13-07-2022,13-07-2022,NULL,0,NULL
281393,13-07-2022,08-08-2022,NULL,26,NULL
281394,13-07-2022,13-07-2022,NULL,0,NULL
281396,13-07-2022,13-07-2022,NULL,0,NULL
281398,13-07-2022,13-07-2022,NULL,0,NULL
281399,13-07-2022,13-07-2022,NULL,0,NULL
281401,13-07-2022,13-07-2022,NULL,0,NULL
281404,13-07-2022,13-07-2022,NULL,0,NULL
281410,13-07-2022,13-07-2022,NULL,0,NULL
281413,13-07-2022,13-07-2022,13-07-2022,0,0
281425,13-07-2022,13-07-2022,NULL,0,NULL
281426,13-07-2022,13-07-2022,NULL,0,NULL
281429,13-07-2022,13-07-2022,NULL,0,NULL
281430,13-07-2022,13-07-2022,NULL,0,NULL
281438,13-07-2022,13-07-2022,NULL,0,NULL
281441,13-07-2022,13-07-2022,NULL,0,NULL
281442,13-07-2022,13-07-2022,NULL,0,NULL
281444,13-07-2022,13-07-2022,NULL,0,NULL
281448,14-07-2022,14-07-2022,NULL,0,NULL
281451,14-07-2022,14-07-2022,NULL,0,NULL
281453,14-07-2022,20-07-2022,20-07-2022,6,0
281454,14-07-2022,20-07-2022,NULL,6,NULL
281458,14-07-2022,14-07-2022,NULL,0,NULL
281459,14-07-2022,14-07-2022,NULL,0,NULL
281461,14-07-2022,14-07-2022,NULL,0,NULL
281465,14-07-2022,14-07-2022,NULL,0,NULL
281466,14-07-2022,04-08-2022,NULL,21,NULL
281470,14-07-2022,14-07-2022,NULL,0,NULL
281471,14-07-2022,14-07-2022,NULL,0,NULL
281474,14-07-2022,20-07-2022,NULL,6,NULL
281476,14-07-2022,17-08-2022,NULL,34,NULL
281477,14-07-2022,14-07-2022,NULL,0,NULL
281479,14-07-2022,14-07-2022,NULL,0,NULL
281480,14-07-2022,14-07-2022,NULL,0,NULL
281482,14-07-2022,14-07-2022,NULL,0,NULL
281485,14-07-2022,14-07-2022,NULL,0,NULL
281487,14-07-2022,19-08-2022,NULL,36,NULL
281492,14-07-2022,15-08-2022,NULL,32,NULL
281494,14-07-2022,14-07-2022,NULL,0,NULL
281495,14-07-2022,14-07-2022,NULL,0,NULL
281496,14-07-2022,14-07-2022,NULL,0,NULL
281497,14-07-2022,14-07-2022,NULL,0,NULL
281498,14-07-2022,14-07-2022,NULL,0,NULL
281500,14-07-2022,14-07-2022,NULL,0,NULL
281501,14-07-2022,14-07-2022,NULL,0,NULL
281508,14-07-2022,14-07-2022,NULL,0,NULL
281512,14-07-2022,14-07-2022,14-07-2022,0,0
281519,14-07-2022,15-08-2022,NULL,32,NULL
281520,14-07-2022,14-07-2022,NULL,0,NULL
281521,14-07-2022,14-07-2022,NULL,0,NULL
281522,14-07-2022,14-07-2022,22-07-2022,0,8
281523,14-07-2022,14-07-2022,NULL,0,NULL
281526,14-07-2022,14-07-2022,NULL,0,NULL
281528,14-07-2022,14-07-2022,25-07-2022,0,11
281531,14-07-2022,14-07-2022,NULL,0,NULL
281532,14-07-2022,14-07-2022,NULL,0,NULL
281534,14-07-2022,14-07-2022,NULL,0,NULL
281535,14-07-2022,14-07-2022,NULL,0,NULL
281537,14-07-2022,14-07-2022,NULL,0,NULL
281538,14-07-2022,14-07-2022,NULL,0,NULL
281545,14-07-2022,14-07-2022,NULL,0,NULL
281546,14-07-2022,14-07-2022,NULL,0,NULL
281551,14-07-2022,14-07-2022,28-11-2022,0,137
281554,14-07-2022,07-08-2022,NULL,24,NULL
281555,14-07-2022,14-07-2022,NULL,0,NULL
281556,14-07-2022,14-07-2022,NULL,0,NULL
281558,14-07-2022,14-07-2022,NULL,0,NULL
281561,14-07-2022,14-07-2022,NULL,0,NULL
281565,14-07-2022,14-07-2022,NULL,0,NULL
281566,14-07-2022,14-07-2022,NULL,0,NULL
281567,14-07-2022,28-07-2022,NULL,14,NULL
281569,14-07-2022,15-07-2022,NULL,1,NULL
281571,15-07-2022,15-07-2022,NULL,0,NULL
281573,15-07-2022,15-07-2022,NULL,0,NULL
281575,15-07-2022,15-07-2022,NULL,0,NULL
281578,15-07-2022,15-07-2022,NULL,0,NULL
281581,15-07-2022,15-07-2022,NULL,0,NULL
281584,15-07-2022,15-07-2022,NULL,0,NULL
281585,15-07-2022,15-07-2022,NULL,0,NULL
281586,15-07-2022,15-07-2022,NULL,0,NULL
281588,15-07-2022,15-07-2022,NULL,0,NULL
281592,15-07-2022,15-07-2022,NULL,0,NULL
281594,15-07-2022,15-07-2022,NULL,0,NULL
281597,15-07-2022,15-07-2022,NULL,0,NULL
281601,15-07-2022,20-07-2022,NULL,5,NULL
281604,15-07-2022,15-07-2022,NULL,0,NULL
281605,15-07-2022,15-07-2022,NULL,0,NULL
281606,15-07-2022,15-07-2022,NULL,0,NULL
281607,15-07-2022,14-09-2022,NULL,61,NULL
281608,15-07-2022,15-07-2022,25-07-2022,0,10
281609,15-07-2022,15-07-2022,15-07-2022,0,0
281610,15-07-2022,15-07-2022,NULL,0,NULL
281617,15-07-2022,15-07-2022,NULL,0,NULL
281618,15-07-2022,15-07-2022,NULL,0,NULL
281620,15-07-2022,15-07-2022,NULL,0,NULL
281621,15-07-2022,15-07-2022,NULL,0,NULL
281625,15-07-2022,15-07-2022,NULL,0,NULL
281626,15-07-2022,15-07-2022,NULL,0,NULL
281627,15-07-2022,15-07-2022,NULL,0,NULL
281628,15-07-2022,15-07-2022,15-07-2022,0,0
281630,15-07-2022,15-07-2022,NULL,0,NULL
281631,15-07-2022,15-07-2022,15-07-2022,0,0
281633,15-07-2022,15-07-2022,NULL,0,NULL
281637,15-07-2022,15-07-2022,15-07-2022,0,0
281644,15-07-2022,15-07-2022,NULL,0,NULL
281645,15-07-2022,15-07-2022,NULL,0,NULL
281647,15-07-2022,15-07-2022,NULL,0,NULL
281648,15-07-2022,15-07-2022,NULL,0,NULL
281649,15-07-2022,15-07-2022,NULL,0,NULL
281652,15-07-2022,15-07-2022,NULL,0,NULL
281655,15-07-2022,24-08-2022,NULL,40,NULL
281656,15-07-2022,15-07-2022,NULL,0,NULL
281657,15-07-2022,15-07-2022,NULL,0,NULL
281666,15-07-2022,16-07-2022,NULL,1,NULL
281667,15-07-2022,15-07-2022,NULL,0,NULL
281668,15-07-2022,16-07-2022,NULL,1,NULL
281669,15-07-2022,15-07-2022,NULL,0,NULL
281671,15-07-2022,15-07-2022,22-07-2022,0,7
281679,15-07-2022,15-07-2022,NULL,0,NULL
281682,15-07-2022,15-07-2022,NULL,0,NULL
281684,16-07-2022,16-07-2022,NULL,0,NULL
281686,16-07-2022,16-07-2022,NULL,0,NULL
281693,16-07-2022,16-07-2022,NULL,0,NULL
281694,16-07-2022,16-07-2022,NULL,0,NULL
281695,16-07-2022,16-07-2022,23-11-2022,0,130
281698,16-07-2022,16-07-2022,NULL,0,NULL
281699,16-07-2022,16-07-2022,NULL,0,NULL
281701,16-07-2022,16-07-2022,NULL,0,NULL
281702,16-07-2022,16-07-2022,NULL,0,NULL
281703,16-07-2022,16-07-2022,NULL,0,NULL
281705,16-07-2022,26-07-2022,NULL,10,NULL
281708,16-07-2022,16-07-2022,NULL,0,NULL
281709,16-07-2022,16-07-2022,NULL,0,NULL
281711,16-07-2022,16-07-2022,NULL,0,NULL
281713,16-07-2022,16-07-2022,NULL,0,NULL
281714,16-07-2022,16-07-2022,18-07-2022,0,2
281716,16-07-2022,14-08-2022,NULL,29,NULL
281717,16-07-2022,16-07-2022,NULL,0,NULL
281718,16-07-2022,16-07-2022,NULL,0,NULL
281720,16-07-2022,20-07-2022,NULL,4,NULL
281721,16-07-2022,16-07-2022,NULL,0,NULL
281723,16-07-2022,16-07-2022,NULL,0,NULL
281725,16-07-2022,16-07-2022,NULL,0,NULL
281728,16-07-2022,16-07-2022,NULL,0,NULL
281729,16-07-2022,16-07-2022,NULL,0,NULL
281733,16-07-2022,16-07-2022,NULL,0,NULL
281734,16-07-2022,16-07-2022,NULL,0,NULL
281736,16-07-2022,16-07-2022,NULL,0,NULL
281737,16-07-2022,16-07-2022,NULL,0,NULL
281739,16-07-2022,16-07-2022,NULL,0,NULL
281741,16-07-2022,16-07-2022,NULL,0,NULL
281742,16-07-2022,16-07-2022,18-07-2022,0,2
281745,16-07-2022,16-07-2022,NULL,0,NULL
281748,16-07-2022,16-07-2022,NULL,0,NULL
281749,16-07-2022,06-08-2022,NULL,21,NULL
281753,16-07-2022,16-07-2022,16-07-2022,0,0
281754,16-07-2022,16-07-2022,NULL,0,NULL
281759,16-07-2022,17-07-2022,NULL,1,NULL
281763,16-07-2022,16-07-2022,NULL,0,NULL
281764,16-07-2022,16-07-2022,NULL,0,NULL
281766,16-07-2022,16-07-2022,NULL,0,NULL
281769,16-07-2022,16-07-2022,16-07-2022,0,0
281770,16-07-2022,16-07-2022,NULL,0,NULL
281771,16-07-2022,16-07-2022,NULL,0,NULL
281780,16-07-2022,16-07-2022,NULL,0,NULL
281782,16-07-2022,16-07-2022,NULL,0,NULL
281784,16-07-2022,16-07-2022,NULL,0,NULL
281786,16-07-2022,16-07-2022,NULL,0,NULL
281787,16-07-2022,17-07-2022,17-07-2022,1,0
281790,16-07-2022,16-07-2022,NULL,0,NULL
281791,16-07-2022,16-07-2022,NULL,0,NULL
281794,16-07-2022,16-07-2022,NULL,0,NULL
281795,16-07-2022,16-07-2022,NULL,0,NULL
281796,16-07-2022,17-07-2022,17-07-2022,1,0
281798,16-07-2022,16-07-2022,NULL,0,NULL
281799,16-07-2022,16-07-2022,NULL,0,NULL
281800,16-07-2022,16-07-2022,NULL,0,NULL
281802,16-07-2022,19-07-2022,25-07-2022,3,6
281805,17-07-2022,18-07-2022,NULL,1,NULL
281807,17-07-2022,17-07-2022,NULL,0,NULL
281809,17-07-2022,17-07-2022,NULL,0,NULL
281810,17-07-2022,17-07-2022,NULL,0,NULL
281812,17-07-2022,20-08-2022,NULL,34,NULL
281813,17-07-2022,17-07-2022,NULL,0,NULL
281814,17-07-2022,17-07-2022,NULL,0,NULL
281819,17-07-2022,17-07-2022,NULL,0,NULL
281821,17-07-2022,17-07-2022,NULL,0,NULL
281824,17-07-2022,17-07-2022,NULL,0,NULL
281829,17-07-2022,17-07-2022,NULL,0,NULL
281830,17-07-2022,17-07-2022,NULL,0,NULL
281832,17-07-2022,15-08-2022,NULL,29,NULL
281833,17-07-2022,17-07-2022,NULL,0,NULL
281834,17-07-2022,17-07-2022,NULL,0,NULL
281835,17-07-2022,17-07-2022,NULL,0,NULL
281838,17-07-2022,17-07-2022,NULL,0,NULL
281839,17-07-2022,17-08-2022,NULL,31,NULL
281843,17-07-2022,17-07-2022,NULL,0,NULL
281846,17-07-2022,14-08-2022,14-05-2023,28,273
281847,17-07-2022,17-07-2022,NULL,0,NULL
281849,17-07-2022,05-08-2022,NULL,19,NULL
281850,17-07-2022,17-07-2022,NULL,0,NULL
281851,17-07-2022,17-07-2022,NULL,0,NULL
281854,17-07-2022,29-07-2022,NULL,12,NULL
281856,17-07-2022,17-07-2022,NULL,0,NULL
281858,17-07-2022,17-07-2022,NULL,0,NULL
281860,17-07-2022,17-07-2022,NULL,0,NULL
281865,17-07-2022,17-07-2022,NULL,0,NULL
281866,17-07-2022,17-07-2022,NULL,0,NULL
281867,17-07-2022,17-07-2022,NULL,0,NULL
281868,17-07-2022,17-07-2022,NULL,0,NULL
281870,17-07-2022,17-07-2022,27-07-2022,0,10
281878,17-07-2022,17-07-2022,NULL,0,NULL
281880,17-07-2022,17-07-2022,NULL,0,NULL
281881,17-07-2022,05-09-2022,NULL,50,NULL
281882,17-07-2022,17-07-2022,NULL,0,NULL
281888,17-07-2022,17-07-2022,NULL,0,NULL
281892,17-07-2022,17-07-2022,NULL,0,NULL
281893,17-07-2022,17-07-2022,NULL,0,NULL
281894,17-07-2022,18-07-2022,NULL,1,NULL
281895,17-07-2022,17-07-2022,NULL,0,NULL
281900,17-07-2022,17-07-2022,31-07-2022,0,14
281901,17-07-2022,17-07-2022,NULL,0,NULL
281905,17-07-2022,17-07-2022,NULL,0,NULL
281906,17-07-2022,17-07-2022,NULL,0,NULL
281908,17-07-2022,17-07-2022,NULL,0,NULL
281911,17-07-2022,17-07-2022,NULL,0,NULL
281913,18-07-2022,18-07-2022,NULL,0,NULL
281914,18-07-2022,18-07-2022,NULL,0,NULL
281918,18-07-2022,18-07-2022,NULL,0,NULL
281924,18-07-2022,14-08-2022,NULL,27,NULL
281925,18-07-2022,18-07-2022,18-07-2022,0,0
281928,18-07-2022,18-07-2022,NULL,0,NULL
281929,18-07-2022,18-07-2022,NULL,0,NULL
281932,18-07-2022,18-07-2022,NULL,0,NULL
281933,18-07-2022,02-08-2022,NULL,15,NULL
281938,18-07-2022,13-10-2022,NULL,87,NULL
281940,18-07-2022,18-07-2022,NULL,0,NULL
281942,18-07-2022,18-07-2022,NULL,0,NULL
281944,18-07-2022,18-07-2022,NULL,0,NULL
281945,18-07-2022,18-07-2022,NULL,0,NULL
281947,18-07-2022,18-07-2022,NULL,0,NULL
281949,18-07-2022,03-09-2022,NULL,47,NULL
281950,18-07-2022,18-07-2022,NULL,0,NULL
281960,18-07-2022,18-07-2022,NULL,0,NULL
281961,18-07-2022,18-07-2022,18-07-2022,0,0
281962,18-07-2022,18-07-2022,NULL,0,NULL
281963,18-07-2022,18-07-2022,NULL,0,NULL
281966,18-07-2022,18-07-2022,21-07-2022,0,3
281967,18-07-2022,18-07-2022,NULL,0,NULL
281968,18-07-2022,18-07-2022,NULL,0,NULL
281971,18-07-2022,27-07-2022,NULL,9,NULL
281974,18-07-2022,18-07-2022,NULL,0,NULL
281977,18-07-2022,19-07-2022,NULL,1,NULL
281979,18-07-2022,18-07-2022,NULL,0,NULL
281984,18-07-2022,18-07-2022,NULL,0,NULL
281987,18-07-2022,18-07-2022,NULL,0,NULL
281989,18-07-2022,18-07-2022,18-07-2022,0,0
281990,18-07-2022,18-07-2022,NULL,0,NULL
281992,18-07-2022,18-07-2022,18-07-2022,0,0
281999,18-07-2022,22-07-2022,NULL,4,NULL
282003,18-07-2022,18-07-2022,NULL,0,NULL
282004,18-07-2022,24-07-2022,NULL,6,NULL
282005,18-07-2022,18-07-2022,NULL,0,NULL
282008,18-07-2022,18-07-2022,NULL,0,NULL
282010,18-07-2022,18-07-2022,18-07-2022,0,0
282011,18-07-2022,18-07-2022,NULL,0,NULL
282013,18-07-2022,18-07-2022,NULL,0,NULL
282015,18-07-2022,18-07-2022,NULL,0,NULL
282016,18-07-2022,18-07-2022,NULL,0,NULL
282021,18-07-2022,18-07-2022,20-07-2022,0,2
282022,18-07-2022,18-07-2022,18-07-2022,0,0
282023,18-07-2022,18-07-2022,18-07-2022,0,0
282024,18-07-2022,18-07-2022,NULL,0,NULL
282027,19-07-2022,19-07-2022,NULL,0,NULL
282028,19-07-2022,02-08-2022,NULL,14,NULL
282031,19-07-2022,19-07-2022,NULL,0,NULL
282032,19-07-2022,19-07-2022,28-07-2022,0,9
282033,19-07-2022,24-07-2022,28-07-2022,5,4
282036,19-07-2022,19-07-2022,28-11-2022,0,132
282041,19-07-2022,19-07-2022,NULL,0,NULL
282042,19-07-2022,19-07-2022,NULL,0,NULL
282050,19-07-2022,19-07-2022,NULL,0,NULL
282056,19-07-2022,19-07-2022,NULL,0,NULL
282060,19-07-2022,19-07-2022,NULL,0,NULL
282063,19-07-2022,19-07-2022,NULL,0,NULL
282065,19-07-2022,19-07-2022,NULL,0,NULL
282066,19-07-2022,20-07-2022,20-07-2022,1,0
282067,19-07-2022,19-07-2022,NULL,0,NULL
282070,19-07-2022,19-07-2022,NULL,0,NULL
282071,19-07-2022,22-07-2022,NULL,3,NULL
282074,19-07-2022,19-07-2022,NULL,0,NULL
282075,19-07-2022,19-07-2022,NULL,0,NULL
282077,19-07-2022,19-07-2022,NULL,0,NULL
282079,19-07-2022,19-07-2022,NULL,0,NULL
282083,19-07-2022,19-07-2022,NULL,0,NULL
282086,19-07-2022,19-07-2022,NULL,0,NULL
282087,19-07-2022,20-07-2022,NULL,1,NULL
282088,19-07-2022,24-07-2022,28-07-2022,5,4
282089,19-07-2022,19-07-2022,NULL,0,NULL
282093,19-07-2022,19-07-2022,NULL,0,NULL
282094,19-07-2022,19-07-2022,19-07-2022,0,0
282097,19-07-2022,19-07-2022,NULL,0,NULL
282098,19-07-2022,19-07-2022,NULL,0,NULL
282101,19-07-2022,19-07-2022,NULL,0,NULL
282102,19-07-2022,19-07-2022,NULL,0,NULL
282105,19-07-2022,19-07-2022,NULL,0,NULL
282107,19-07-2022,19-07-2022,19-07-2022,0,0
282110,19-07-2022,13-08-2022,NULL,25,NULL
282111,19-07-2022,19-07-2022,NULL,0,NULL
282119,19-07-2022,19-07-2022,NULL,0,NULL
282121,19-07-2022,19-07-2022,20-07-2022,0,1
282122,19-07-2022,19-07-2022,NULL,0,NULL
282123,19-07-2022,19-07-2022,NULL,0,NULL
282124,19-07-2022,19-07-2022,19-07-2022,0,0
282127,19-07-2022,19-07-2022,NULL,0,NULL
282128,19-07-2022,07-08-2022,NULL,19,NULL
282129,19-07-2022,19-07-2022,NULL,0,NULL
282130,19-07-2022,19-07-2022,NULL,0,NULL
282131,20-07-2022,20-07-2022,NULL,0,NULL
282133,20-07-2022,20-07-2022,NULL,0,NULL
282135,20-07-2022,20-07-2022,NULL,0,NULL
282136,20-07-2022,20-07-2022,20-07-2022,0,0
282138,20-07-2022,20-07-2022,NULL,0,NULL
282139,20-07-2022,20-07-2022,NULL,0,NULL
282141,20-07-2022,20-07-2022,NULL,0,NULL
282145,20-07-2022,20-07-2022,NULL,0,NULL
282149,20-07-2022,21-07-2022,23-07-2022,1,2
282154,20-07-2022,20-07-2022,NULL,0,NULL
282155,20-07-2022,20-07-2022,NULL,0,NULL
282157,20-07-2022,20-07-2022,NULL,0,NULL
282159,20-07-2022,20-07-2022,NULL,0,NULL
282160,20-07-2022,20-07-2022,NULL,0,NULL
282161,20-07-2022,18-08-2022,NULL,29,NULL
282163,20-07-2022,20-07-2022,NULL,0,NULL
282164,20-07-2022,20-07-2022,20-07-2022,0,0
282165,20-07-2022,20-07-2022,NULL,0,NULL
282166,20-07-2022,21-07-2022,NULL,1,NULL
282167,20-07-2022,20-07-2022,NULL,0,NULL
282168,20-07-2022,20-07-2022,NULL,0,NULL
282171,20-07-2022,20-07-2022,NULL,0,NULL
282175,20-07-2022,20-07-2022,NULL,0,NULL
282178,20-07-2022,20-07-2022,NULL,0,NULL
282179,20-07-2022,20-07-2022,NULL,0,NULL
282180,20-07-2022,20-07-2022,NULL,0,NULL
282181,20-07-2022,25-07-2022,NULL,5,NULL
282183,20-07-2022,15-08-2022,NULL,26,NULL
282185,20-07-2022,20-07-2022,NULL,0,NULL
282186,20-07-2022,23-07-2022,NULL,3,NULL
282188,20-07-2022,20-07-2022,NULL,0,NULL
282189,20-07-2022,10-08-2022,NULL,21,NULL
282191,20-07-2022,20-07-2022,NULL,0,NULL
282192,20-07-2022,20-07-2022,NULL,0,NULL
282193,20-07-2022,21-07-2022,NULL,1,NULL
282195,20-07-2022,21-07-2022,NULL,1,NULL
282199,20-07-2022,20-07-2022,NULL,0,NULL
282200,20-07-2022,20-07-2022,NULL,0,NULL
282201,20-07-2022,22-07-2022,NULL,2,NULL
282202,20-07-2022,20-07-2022,NULL,0,NULL
282204,20-07-2022,20-07-2022,NULL,0,NULL
282207,20-07-2022,21-07-2022,21-07-2022,1,0
282209,20-07-2022,20-07-2022,NULL,0,NULL
282212,21-07-2022,21-07-2022,NULL,0,NULL
282214,21-07-2022,21-07-2022,21-07-2022,0,0
282216,21-07-2022,21-07-2022,NULL,0,NULL
282218,21-07-2022,21-07-2022,21-07-2022,0,0
282222,21-07-2022,21-07-2022,NULL,0,NULL
282223,21-07-2022,21-07-2022,NULL,0,NULL
282227,21-07-2022,21-07-2022,NULL,0,NULL
282229,21-07-2022,21-07-2022,NULL,0,NULL
282234,21-07-2022,21-07-2022,NULL,0,NULL
282235,21-07-2022,21-07-2022,27-07-2022,0,6
282237,21-07-2022,21-07-2022,27-07-2022,0,6
282238,21-07-2022,21-07-2022,NULL,0,NULL
282239,21-07-2022,21-07-2022,NULL,0,NULL
282241,21-07-2022,22-07-2022,NULL,1,NULL
282242,21-07-2022,26-07-2022,NULL,5,NULL
282243,21-07-2022,21-07-2022,NULL,0,NULL
282244,21-07-2022,21-09-2022,21-09-2022,62,0
282245,21-07-2022,21-07-2022,NULL,0,NULL
282249,21-07-2022,21-07-2022,NULL,0,NULL
282250,21-07-2022,21-07-2022,NULL,0,NULL
282252,21-07-2022,21-07-2022,NULL,0,NULL
282254,21-07-2022,21-07-2022,NULL,0,NULL
282257,21-07-2022,21-07-2022,NULL,0,NULL
282258,21-07-2022,21-07-2022,NULL,0,NULL
282261,21-07-2022,21-07-2022,NULL,0,NULL
282263,21-07-2022,21-07-2022,NULL,0,NULL
282264,21-07-2022,21-07-2022,NULL,0,NULL
282265,21-07-2022,21-07-2022,NULL,0,NULL
282267,21-07-2022,21-07-2022,NULL,0,NULL
282270,21-07-2022,29-07-2022,NULL,8,NULL
282271,21-07-2022,21-07-2022,NULL,0,NULL
282274,21-07-2022,21-07-2022,NULL,0,NULL
282275,21-07-2022,27-07-2022,27-07-2022,6,0
282278,21-07-2022,21-07-2022,NULL,0,NULL
282279,21-07-2022,27-07-2022,NULL,6,NULL
282281,21-07-2022,21-07-2022,NULL,0,NULL
282282,21-07-2022,21-07-2022,NULL,0,NULL
282283,21-07-2022,21-07-2022,21-07-2022,0,0
282289,22-07-2022,22-07-2022,NULL,0,NULL
282290,22-07-2022,22-07-2022,22-07-2022,0,0
282291,22-07-2022,22-07-2022,22-07-2022,0,0
282292,22-07-2022,23-07-2022,NULL,1,NULL
282293,22-07-2022,24-07-2022,NULL,2,NULL
282295,22-07-2022,22-07-2022,NULL,0,NULL
282296,22-07-2022,12-08-2022,NULL,21,NULL
282298,22-07-2022,22-07-2022,NULL,0,NULL
282299,22-07-2022,03-08-2022,NULL,12,NULL
282302,22-07-2022,22-07-2022,NULL,0,NULL
282303,22-07-2022,22-07-2022,NULL,0,NULL
282307,22-07-2022,08-08-2022,NULL,17,NULL
282308,22-07-2022,22-07-2022,NULL,0,NULL
282311,22-07-2022,23-07-2022,NULL,1,NULL
282313,22-07-2022,05-08-2022,NULL,14,NULL
282315,22-07-2022,22-07-2022,NULL,0,NULL
282316,22-07-2022,22-07-2022,NULL,0,NULL
282317,22-07-2022,22-07-2022,NULL,0,NULL
282318,22-07-2022,26-07-2022,26-07-2022,4,0
282320,22-07-2022,22-07-2022,NULL,0,NULL
282321,22-07-2022,22-07-2022,NULL,0,NULL
282322,22-07-2022,22-07-2022,22-07-2022,0,0
282323,22-07-2022,22-07-2022,NULL,0,NULL
282325,22-07-2022,22-07-2022,NULL,0,NULL
282326,22-07-2022,22-07-2022,NULL,0,NULL
282327,22-07-2022,22-07-2022,NULL,0,NULL
282328,22-07-2022,22-07-2022,NULL,0,NULL
282329,22-07-2022,22-07-2022,NULL,0,NULL
282330,22-07-2022,22-07-2022,22-07-2022,0,0
282333,22-07-2022,22-07-2022,NULL,0,NULL
282338,22-07-2022,22-07-2022,NULL,0,NULL
282339,22-07-2022,22-07-2022,NULL,0,NULL
282341,22-07-2022,10-08-2022,NULL,19,NULL
282344,22-07-2022,22-07-2022,22-07-2022,0,0
282345,22-07-2022,22-07-2022,NULL,0,NULL
282347,22-07-2022,22-07-2022,NULL,0,NULL
282348,22-07-2022,22-07-2022,NULL,0,NULL
282349,22-07-2022,22-07-2022,NULL,0,NULL
282352,22-07-2022,22-07-2022,22-07-2022,0,0
282353,22-07-2022,22-07-2022,NULL,0,NULL
282354,22-07-2022,22-07-2022,NULL,0,NULL
282355,22-07-2022,22-07-2022,NULL,0,NULL
282358,22-07-2022,22-07-2022,NULL,0,NULL
282365,22-07-2022,22-07-2022,NULL,0,NULL
282366,22-07-2022,22-07-2022,NULL,0,NULL
282370,23-07-2022,11-08-2022,NULL,19,NULL
282371,23-07-2022,23-07-2022,23-07-2022,0,0
282372,23-07-2022,23-07-2022,NULL,0,NULL
282373,23-07-2022,23-07-2022,28-09-2022,0,67
282374,23-07-2022,23-07-2022,NULL,0,NULL
282376,23-07-2022,23-07-2022,NULL,0,NULL
282377,23-07-2022,23-07-2022,NULL,0,NULL
282378,23-07-2022,24-07-2022,NULL,1,NULL
282382,23-07-2022,23-07-2022,NULL,0,NULL
282384,23-07-2022,26-08-2022,NULL,34,NULL
282386,23-07-2022,23-07-2022,NULL,0,NULL
282388,23-07-2022,23-07-2022,NULL,0,NULL
282391,23-07-2022,23-07-2022,23-07-2022,0,0
282393,23-07-2022,23-07-2022,23-07-2022,0,0
282394,23-07-2022,23-07-2022,NULL,0,NULL
282395,23-07-2022,23-07-2022,NULL,0,NULL
282396,23-07-2022,23-07-2022,NULL,0,NULL
282397,23-07-2022,23-07-2022,NULL,0,NULL
282399,23-07-2022,15-08-2022,NULL,23,NULL
282402,23-07-2022,24-07-2022,25-07-2022,1,1
282403,23-07-2022,23-07-2022,NULL,0,NULL
282404,23-07-2022,23-07-2022,NULL,0,NULL
282405,23-07-2022,23-07-2022,NULL,0,NULL
282407,23-07-2022,23-07-2022,NULL,0,NULL
282408,23-07-2022,23-07-2022,26-07-2022,0,3
282409,23-07-2022,23-07-2022,NULL,0,NULL
282411,23-07-2022,23-07-2022,NULL,0,NULL
282413,23-07-2022,23-07-2022,NULL,0,NULL
282415,23-07-2022,23-07-2022,NULL,0,NULL
282416,23-07-2022,23-07-2022,NULL,0,NULL
282417,23-07-2022,23-07-2022,NULL,0,NULL
282418,23-07-2022,23-07-2022,26-11-2022,0,126
282419,23-07-2022,23-07-2022,NULL,0,NULL
282420,23-07-2022,23-07-2022,NULL,0,NULL
282422,23-07-2022,23-07-2022,NULL,0,NULL
282426,23-07-2022,23-07-2022,23-07-2022,0,0
282427,23-07-2022,23-07-2022,NULL,0,NULL
282430,23-07-2022,23-07-2022,23-07-2022,0,0
282432,23-07-2022,23-07-2022,NULL,0,NULL
282433,23-07-2022,23-07-2022,NULL,0,NULL
282435,23-07-2022,23-07-2022,NULL,0,NULL
282437,23-07-2022,23-07-2022,NULL,0,NULL
282438,23-07-2022,23-07-2022,NULL,0,NULL
282439,23-07-2022,23-07-2022,NULL,0,NULL
282442,23-07-2022,26-07-2022,26-07-2022,3,0
282443,23-07-2022,23-07-2022,23-07-2022,0,0
282446,23-07-2022,23-07-2022,23-07-2022,0,0
282449,23-07-2022,23-07-2022,NULL,0,NULL
